tweet || sentiment
#اقتراح_تصويت_بصمه_للقياده وضعهم اعمل نفسك ميت ..  لانهم يعرفون ان الأغلب إن لم يكن الجميع ضد قيادة المرأة في السعودية .. || no
#ام_كلثوم_تعود_للقناه_السعوديه ننتظر رأي شيوخنا الأفاضل القرني وبن مسفر والمغامسي وووالخ طبعا بعد فتواهم بجواز قيادة المرأة ما رأيهم الأن || no
وش جاهم ذا الرجاجيل يوم سمعو الخبر قيادة المراة || yes
#قروب_اهل_تبوك #قيادة_المراة_السعودية #المحاميات_السعوديات #السماح_للجامعيات_بالجوال #ماذا_سيحصل_في١٠_ || no
#شعب_الحرمين_ضد_قياده_المراه_2والله ضدها وبقوة || no
حطوا تاق جديد هذا له كم يوم واصلا مو طالع  #شعب_الحرمين_ضد_قياده_المراه_4 || no
قيادة المرأة للسيارة ليست محرمة لذاتها بل محرمة لما يترتب عليها من مفاسد وضرر هو أكبر من المنافع المحتملة . || no
قيادة المرأه فتح اوقات الخروج من الجامعه قانون التحرش #السماح_للجامعيات_بالجوال || no
الجميع تكلم عن المرأة والسيارة و أفتى وكأنهن لم يركبوا السيارات من قبل!! المسألة عن #قيادة_المرأة واضرارها ومشاكلها وفتنة النساء وليس الركوب || no
 كيف انت مع قيادة المرأة للسيارة ؟! وانت عارف ان فيه بنات مراهقات ممكن يطلعوا ويروحون ع كيفهم ناهيك عن خلع الحجاب تدريجيا || no
سيارة بمناسبة قيادة المرأة للسيارة ..  || yes
نحتاج تفعيل قيادة المرأة للسيارة في ظل هذه الازمة وعدم توفر مواصلات نقل للطلاب || yes
اول ماتفتح البنت عينها بعد ماسوت حادث  #قيادة_المراة_السعودية || no
نريد هيئة الأمر بالمعروف والنهي عن المنكر و إلغاء قيادة المرأة للسيارة واسال الله ان يحفظك ذخر للإسلام والمسلمين ويرزقك البطانة الصالحة || no
دعم لنساء الوطن من البنك السعودي البريطاني وسحب على سيارة للموظفات #قياده_المرأه_للسياره || yes
نعم لا لا لا لا للقياده المرأه هذا بلدنا ولنا الحق نعترض #شعب_الحرمين_ضد_قياده_المراه_2والله || yes
الاكيد انه البعض و الاغلب لم يفعل عقله لقياس الامر....و نطق بما سمع...و ردد ما قيل... دون ان يفكر هل من الطبيعي ان كل الكرة الارضية يقود فيها السيدات ونحن من اواخر الدول...!؟ هل من الطبيعي ان نتكلم على وسائل يراها كل الدول العالم بانه نخشى من الفساد بعد قيادة المرأه !!!!؟ || yes
قياده المراه والسفر من غير محرم واحتمال كبير اسقاط الولايه عشان مافي رجال كفو نعتمد عليهم ويشلون عن اكتافنا العبء #نطالب_الغاء_ولايه_السفر || yes
الآن قرار قيادة المرأة فتح المجال لاختيار ثالث استقدام سائقه لمن لا يقبل لأهله قيادة السيارة يعني فيه خير لمن يغار على محارمه من خلوة الرجل || no
#مجلس_الوزراء الكويتي يشيد بقرار قيادة المرأة #السعودية للسيارة || yes
#الشعب_يرفض_قياده_المراه_2   بالعكس الله يوفق سلمان امر  || yes
قرار قيادة المرأة ستصحبه ضوابط  فما الضوابط الصارمة التي تضمن عدم  إقبال المستهترات على تصوير المحافظات وإلاستكون فوضى ويتحمل معاليك عواقبها || no
السلام عليكم. لا ارى في قيادة السيارة للنساء ضرورة لأننا لم نتعود على قيادة المرأة للسيارة في دولتنا السعودية والله الموفق لكل خير || no
#السماح_للجامعيات_بالجوال #جوالات_جامعه_بيشه #قيادة_المراة_السعودية   يالله ي شباب كل واحد تقوله زوجته بسوق يقولها كذا وبس || no
انحلت مشكله قيادة المرأه باقي نتوظف عشان نشتري السياره بعد السياره يبيلها مصرف  #توظيف_الجامعيات_العاطلات3 || yes
ليت يصدر هاذا مطلب يفرحنا مثل قياده المراه #نطالب_الغاء_ولايه_السفر || yes
يكيفي ان مطلب قيادة المرأة مطلب علماني ليبرالي والله يديم للمرأة الاسلامية دينها وأمنها ووطنها ويعصمها من الفتن ماظهر منها وما بطن || no
#نطالب_الغاء_ولايه_السفر  ما قلت لكم راح تطلع فتنه ثانيه  قيادة المراه وخلصنا منها الحين جينا للسفر || no
للحين فيه اثنين قالو لي قيادة المرأة من علامات قيام الساعه وبكل مره اسمع هالهرجه تجيني دوخه :( || yes
مثل سالفة قيادة المرأه والتفتح اللي يبي يصير في البلد كل يوم نفس الروتين نفس الكلام نفس الذبات لهدرجه فلستوا ولا تبغون تغثونا || no
#اسال_سوال_محيرك منهو صاحب فكرة قيادة المرأة  || no
إلى متى الشعارات الكاذبة التي تستتر وراء غطاء الإصلاح !  حينما سُمح لهن قيادة السيارة قلن ( انتصار المرأة )! حسناً إنتصرت على من؟ || no
طريق خريص اول يوم من #قيادة_المرأة_للسيارة || yes
اسوء قرارات صدرت في عهد المملكة في أسبوع: -قيادة المرأة لسيارة -اقرار قانون لتحرش -السماح لطالبات بدخول الجوالات  #السماح_للجامعيات_بالجوال || no
متحدث المرور : في حال امتلاك المرأة رخصة قيادة من دولة معترف بها نظاماً سوف تستخرج رخصة سعودية فوراً بعد تطبيق القرار - || yes
الله يعز بلدنا  ويحفظ ملكنا  الحمدلله كانت المرأة بحاجة الى قيادة السيارة وتم تحقيقها في عهد ملكنا الغالي نصير المرأة  شكرا لك ياملكنا  || yes
#الغاء_قرار_قيادة_المرأه الحمد لله امي وجدتي لم يسوقون وعايشين افضل عيشه .. يعني لازم تزحمون الرجال عند إشارات المرور وفي الورش || no
#عوده_الحفلات_الغناييه نحب ملكنا وولي عهده  ولكن هناك قرارات لا ترضينا  ١-ابعاد الهيئة  ٢-قيادة المرأة  ٣-هيئة الترفيه  ٤-احتضان المطربين || no
#قياده_المرأه_للسياره   يابنات تابعوا حساب المرور السعودي تتعرفون على نصائح مهمه اثناء القياده. || yes
يمكن يفرح فئه معينه من النساء بس اتوقع الوظيفه كانت بتفرح الكل ايش ابغا بسياره وماعندي راتب  #قياده_المرأه_للسياره || yes
الذين منعوا تعليم المرأة سابقا ومنعوا الراديو والتلفاز والبرقية ووقفوا ضد توسعة الجمرات والمسعى والمطاف الخ هم أنفسهم يقفون ضد قيادة #المرأة || yes
قصدك يوم جت ع هوما ما يويد من قيادة المراة وغيرها الله يهدي الجميع || no
قريباً :جارك ياخذك على جنب بعدالصلاة في المسجد ويقول لك ودي أعلمك بشي ولو ماأنت عزيزماعلمتك  ترى أم عيالك تفحط #المرأة #قيادة_المراة_للسيارة || no
اذا تم افتتاح مدرسه تعليم قيادة المرأة ف المدينه اللي انتي فيها.  قدمي عليهم... انتظري لا تستعجلي ... || yes
تكفى يا ملكنا حنا بناتك الغي قياده المرأه واعد هيئه الأمر بالمعروف والنهي عن المنكر تكفى يا سلمان الحزم || no
الملكة عندها سواق، عندها رخصة قيادة وعندها حرية الإختيار. الحين تقدرون تقولون عنا "ملكات" #الملك_سلمان #قيادة_المراة_للسيارة #السعودية || yes
جيل 2017 اذا صار عمره 20 بيجلس يضحك على سوالفنا بموضوع قيادة المرأة مثل ضحكنا على سوالف الشيبان اول ماطلعت السيارة || yes
تكفى يا ابن عبدالعزيز يافخرنا ١-عودة الهيئة  ٢-إلغاء هيئة الترفيه  ٣-إلغاء قيادة المرأة  سألناك بالله لاتردنا بلدنافخرللمسلمين بتمسكهابدينها || no
تكفى يا سلمان الحزم وقائد المسلمين 1- عودة الهيئة  2- إلغاء هيئة الترفيه  3- إلغاء قيادة المرأة 4 حوافز للمرابطين وجنود الأمن تكفى ياسعدنا || no
#شعب_الحرمين_ضد_قياده_المراه_2اللهم يارب اكفنا شر الفتن || no
اذا كانت الشريعة لا تحرم قيادة #المرأة للسيارة فلماذا يتم منعها السنوات الماضية ولماذا يتم تقديم قاعدة اصولية من صنع البشر على حكم الشريعة، || no
#نطالب_الغاء_ولايه_السفر سوف يلغى اذا قياده المراه سمحو فيه ف الخيييير قادددم في ظل حكم ابونا الملك سلمان وولي العهد الشهم محمد بن سلمان || no
اماقلت اكره لاكنها كذبه فقط الرجال مايخافو على الحريم دايما يبغوهم تحت سيطرتهم و يتأمرو عليهم و الدليل قيادة المراه كثير يبغوها تحت سيطرتهم || yes
السعودية متغيرة قبل شهر الناس حج بيت الله بعدها بشهر بعدها رقص في التحلية واختلاط وبعدها جيت قيادة المرأة للسيارة حسبي الله عليهم || no
#مجلس_الوزراء الكويتي يشيد بقرار قيادة المرأة #السعودية للسيارة || yes
أبشركم لقيت صاحب النظريات الكونية  آسف إني أخيب أجرح مشاعرك لكن قيادة المرأة صارت والأرض كروية ولا تشتري نظارات شمسية من البقالة مرة ثانية لأن شكلك سبك || no
تكفى يا ملكنا: ١- عودة الهيئة  ٢- إلغاء هيئة الترفيه  ٣- إلغاء قيادة المرأة || no
بالفيديو: فتاة سعودية تشتري بينتلي فرحا بقرار قيادة المرأة #السعوديه #قيادة_المرأة || yes
الأشقاء العرب يرفضون قيادة المرأة بسبب خوفهم على الحرمين! وهم بعضهم حتى أركان الأسلام مايلتزمون فيها || yes
تكفى يا ملكنا: ١- عودة الهيئة  ٢- إلغاء هيئة الترفيه  ٣- إلغاء قيادة المرأة || no
نريد الغاء قرار قيادة المراه وعودة صلاحيات الهيئه || no
' ما شاء الله تجسيد حقيقي لمعنى القيادة فن وذوق وأخلاق وجمال  #ماذا_سيحصل_في١٠_١٠ #قياده_المراه_في_السعوديه #السماح_للنساء_بقياده_السيارات || yes
تكفى ياخادم الحرمين الشرفين ١- ارجاع الهيىة  ٢- الغاء الترفيه  ٣- الغاء قيادة المرأة || no
#شعب_الحرمين_ضد_قياده_المراه_2 || no
للحين ما نزلوا شيله عن  قياده المراه غريبه وش السالفه؟. .  #السماح_للجامعيات_بالجوال || yes
اللي يربطون قيادة المرأة بيوم القيامه ؟ فضفض لي عيوني  || yes
#نطالب_الغاء_ولايه_السفر اللي يريدون هذا الشي لا يعرفون لا قال الله ولا قال الرسول يبغون الفساد فقط، ونرفض قيادة المراه لما فيه من شر عظيم. || no
#شعب_الحرمين_ضد_قياده_المراه_5 يارب تكفينا الفتن || no
تكفى ياخادم الحرمين الشرفين ١-إرجاع الهيئة ٢-إلغاء الترفيه ٣-إلغاء قيادة المرأة || no
المشاركون في ندوة "قيادة المرأة.. ما بعد القرار" يشدون بخطوات القيادة.. ويؤكدون: قيادة الم...  || yes
من زمان المفروض ..  ولكن المجتمع الآن بدأ يعي ضرورة قيادة المرأة . من جميع النواحي . مع وجود قلّة حتى هذه اللحظه فاهمين غلط  || yes
أكثر حاجتين أكرههم في السيارة  #قيادة_المراة_للسيارة || yes
ليبراليه لقوا من يدعمهم خارج وغير كذا يسووون كذا حساب وشغال وشكل توتير معهم لان التاق اذا طلع يختفي حسب سمعت #شعب_الحرمين_ضد_قياده_المراه_5 || no
#نطالب_الغاء_ولايه_السفر يا هوه ترا زودتمها  قيادة المرأة وسمحنا بها والجولات في الجامعات سمحنا بها.ش تبون باقي || no
كل فتاوى تحريم قيادة المراة للسيارة والاختلاط وتحريم الموسيقى والغناء كانت تصدر من هيىة كبار العلماء والمفتي ولا علاقة للعودة بها || no
مدري ليش السعوديين يطقطقون على قيادة المراة وانهم ما بيعرفون يسوقون مع ان السعودية من اكثر الدول اللي يصير فيها حوادث في العالم || yes
معارضتنا على قيادة المرأة لا تعني خروجنا على ولي الامر من يحمي الحدود هم أبناءنا      #قبايل_المملكه_ترفض_القياده_١ || no
#شعب_الحرمين_ضد_قياده_المراه_2 أعذرني يـ ملِكي فـ أنا أصبحُ ملكة عندما أصبح جانب"أبي أو أخي"في قيادة السيارة. || no
#ام_كلثوم_تعود_للقناه_السعوديه معليش يابلادي الغالية ماوقفت ع ام كلثوم #الشعب_يرفض_قياده_المراه_٢ #السماح_للجامعيات_بالجوال #هيئة_الترفية || no
الذين منعوا تعليم المرأة سابقا يتحججون بنفس الحجج حول قيادة المرأة وتبين انهم يكذبون على الله تعالى فما حرم الله تعليم المرأة || yes
معارضتنا على قيادة المرأة لا تعني خروجنا على ولي الامر من يحمي الحدود هم أبناءنا  #قبايل_المملكه_ترفض_القياده_ || no
الحمدلله اليوم علمت أخواتي وبنات أخواني كيف يسوقون ( الوايت ) إستعدادا لشهر 10 شوال القادم  #قياده_المرأه_للسياره #المرأة_السعودية || yes
معارضتنا على قيادة المرأة لا تعني خروجنا على ولي الامر من يحمي الحدود هم أبناءنا  #الشعب_يرفض_قياده_المراه_٢ #قبايل_المملكه_ترفض_القياده_ || no
الله يكفينا جاينا زمن يخوف الله يسترنا بستره ويستر على بناتنا وبنات المسلمين  #شعب_الحرمين_ضد_قياده_المراه_2اللهم || no
#شعب_الحرمين_ضد_قياده_المراه_2 اذا كانت تسقط فريضة الحج عنها  لعدم وجود محرم  وهو ركن من اركان الاسلام  فكيف تقود السياراة بدون محرم || no
#نطالب_الغاء_ولايه_السفر  الخير قادم  كل شئ بيتعدل كان قرار قيادة المرأة والسماح لها بالقيادة أمر غير هين ويترتب عليه كثير من التغيرات . || yes
تكفى ياخادم الحرمين الشرفين ١- ارجاع الهيىة  ٢- الغاء الترفيه  ٣- الغاء قيادة المرأه || no
من أهم وسائل الأمن في البلدان الأمربالمعروف والنهي عن المنكر لذلك نطالب ب ١-عودة الهيئة ٢-الغاء هيئة الترفيه ٣-الغاء قيادة المرأة للسيارة || no
انا اللي مافهمت ؟ اوكي ياباشا بس مره ثانية ادعم كلامك بأدله + زي ماقلت لك ماراح تحصل احد من العلماء حرم قيادة المراه || yes
نريد رجوع هيئة الأمر بالمعروف والنهي عن المنكر و إلغاء قيادة المرأة للسيارة  || no
اللهم أهدنا لما أُختلف فيه بإذنك إنك تهدي من تشاء إلى صراط مستقيم #شعب_الحرمين_ضد_قياده_المراه_2والله || no
حجتكم في قيادة المرأة .. ان فيه بنت مسكينة مالها احد و مالها والي و لحالها  ثم اذا قلنا خلاص هي اللي تسوق بس  تقولون لا كلنا نبغا نسوق :) || no
لقصة ملك سبأ آية وحكمة عظيمة ان قيادة المرأة لزمام الأمور تختلف تماماً عن الرجل - وتعتمد على مايلي  ١/ سرعة اتخاذ القرار فيما يقتضي ذلك || yes
قيادة المرأة وقانون التحرش والسماح بالجوالات في الصروح الأكاديمية، هذه كلها أمور من المخجل الاحتفال بها… || no
كنت ماني معه لكن بعد قيادة المرأة اشوفه ضروري || yes
تكفى يا سلمان الحزم وقائد المسلمين ١- عودة الهيئة  ٢- إلغاء هيئة الترفيه  ٣- إلغاء قيادة المرأة  تكفى فخرنا وسعدنا  || no
#قبائل_المملكة_ترفض_قيادة_المراة_1 بدل من السماح بقيادة المرأه  وفروا لهم قطارات أسوة بالدول الأوروبية و وسائل مواصلات . اقتصاديا اوفر || no
نحن في بلادنا دولةً وشعباً: في غنى عن أي تهنئات ذات منطلقات ثقافية وحضارية مختلفة كثيراً عنا.#قياده_المرأه_للسياره || yes
#الغاء_قياده_المرأة  اذا اكيد الخبر الحمدلله لانه من وجهة نظري اشوف انه قرار سابق لاونه جداً || no
صدور قرار #قيادة_المرأة لم يكن هزيمة لطرف وانتصار لطرف وإنما هو تغليب للمصلحة العامة حسب مارأه ولي الامر. كلام يُدّرس للأستاذة || yes
#ماذا_سيحصل_في١٠_١٠ #قيادة_المراة_السعودية  بيكون يوم سعيد على النساء والعالم أجمع   "من سابع طابق لأرمي لك حالي" || no
العائلة الواحدة كان لديها سائق واحد للام والبنت بكره سيارتين للام و البنت و ربما اكثر  هاذا يعني الزحمة بتزيد #شعب_الحرمين_ضد_قياده_المراه_4 || no
قياده المرأه للسياره -2017 - اول سعودي يهدي زوجته سيارة بعد السماح لهم في || yes
عودة صلاحيات الهيئة إلغاء هيئة الترفيه إلغاء قيادة المرأة إعادة هيبة المعلم ورب الأسرة إعادة البدلات والعلاوات || no
من أهم وسائل الأمن في البلدان الأمربالمعروف والنهي عن المنكر لذلك نطالب ب ١-عودة الهيئة ٢-الغاء هيئة الترفيه ٣-الغاء قيادة المرأة للسيارة || no
بعد قيادة المرأة. اتوقع اكثر واحد خسران هو المراهق اللي يطلب من امه سيارة بحجه اوديك اي مكان تبين  || yes
#مظاهرات_حايل #اطلقوا_سراح_سهيل #الشعب_يويد_قياده_المراه #رولكس #كارتير #فرزاتشي #اوديمار #هوبلو #هوبلت #مونت #ساعات_درجه_اولي_ || yes
الشيخ العلامه بن باز رحمه الله حرم قيادة المراه  وسلامتكم || no
تكفى يا سلمان الحزم وقائد المسلمين ١- عودة الهيئة  ٢- إلغاء هيئة الترفيه  ٣- إلغاء قيادة المرأة  تكفى فخرنا وسعدنا || no
فن التعامل #قيادة_المرأة_في_السعودية || yes
#الشعب_يرفض_قياده_المراه_٢ معارضتنا على قيادة المرأة لا تعني خروجنا على ولي الامر من يحمي الحدود هم أبناءنا  #قبايل_المملكه_ترفض_القياده_١ || no
#نطالب_الغاء_ولايه_السفر: قالت لكم بعد قياده المرأه رح تصير اشياء اكبره منها || no
#ام_كلثوم_تعود_للقناه_السعوديه #الملك_يامر_بنظام_ضد_التحرش #السماح_للجامعيات_بالجوال #قيادة_المراة_السعودية    وش باقي من الالام والتجريح || no
السلام عليكم و رحمة الله و بركاته انا ارى عودة هيئة الأمر بالمعروف و النهي عن المنكر و عدم السماح قيادة المرأة || no
قيادة المرأه حرام وفساد لايجوز بس الانتحار جائز  || no
قيادة المرأه للسيارة ليست الهدف المنشود للمطالبين ولكن ليكون الوصول إليها بكل يسر وسهولة فهل فهمن بنات حواء ؟ #شعب_الحرمين_ضد_قياده_المراه_2 || no
لاحول ولاقوة الابالله  #قياده_المرأه_للسياره || no
من أهم وسائل الأمن في البلدان الأمربالمعروف والنهي عن المنكر لذلك نطالب ب ١-عودة الهيئة ٢-الغاء هيئة الترفيه ٣-الغاء قيادة المرأة للسياره || no
يلا وروني سيارتكم #بمناسبة_قيادة_المرأة  اكتبي إسمك وبيطلع لك اسم السيارة اللي تناسبك  #بدون_زعل || yes
من أهم وسائل الأمن في البلدان الأمربالمعروف والنهي عن المنكر لذلك نطالب ب ١-عودة الهيئة ٢-الغاء هيئة الترفيه ٣-الغاء قيادة المرأة للسيارة || no
قياده المرأه لا يليق ببنت الحرمين  #اقتراح_تصويت_بصمه_للقياده || no
مشغولون بالنبش عن فتوى العلماء القديمة في تحريم قيادة المرأة للسيارة ومقارنتها بفتاوى إباحة القيادة || yes
شايله هم اخوي اللي بيردع  باب السيارة ثأرًا على ما أصابه منّي  #قيادة_المراة_السعودية || yes
قيادة المرأة هم هولوها قبل ومعروف اغلب من يطالب فيها وش توجهاتهم او ناس تفكيرهم سطحي وقس عليها اي امور جايه باختصار يبحثون عن انتصار وهمي. || no
ونحن لا نعلم ، قيادة المراة ، تحرر من الحجاب ، اسقاط ولاية السفر ، الى انة يصلوا الى اسقاط الولاية باكملها  #نطالب_الغاء_ولايه_السفر || yes
#نحن_بناَت_سلمَان_لانريد_القيادة #شعب_الحرمين_ضد_قياده_المراه_2 #قبايل_المملكه_ترفض_القياده_ || no
#نطالب_الغاء_ولايه_السفر.  #على_حد_سواء افعلها يا ملكنا مثل #قيادة_المراة_للسيارة || yes
هذا الشخص يجب أن لايحسب على المجتمع السعودي  ثم إن قيادة المرأة للسيارة ليست وليدة الساعة فكم رأينا وعرفنا نساء يقدن السيارات الكبيرة || yes
تكفى ياملكنا ياخادم البيتين الشريفين ارجاع هيئة الامر بالمعروف الغاء هيئة الترفية  إلغاء قيادة المرأة || no
هقينا الزمان يزين والحال والأحوال وخابت هقاوينا عسى الخير قافيها . #قيادة_المراة_السعودية #محمد_بن_نايف_في_قلوبنا #الانفتاح_في_السعوديه || yes
كنا نقول كذا عن قيادة المرأة لا يأس مع الامل وعن اذنكم || yes
نريد هيئة الأمر بالمعروف والنهي عن المنكر و إلغاء قيادة المرأة للسيارة واسال الله ان يوفقكم لما فيه خير || no
المسألة مسألة دينية وفكرية:- المسألة الدينية اذا جينا لها راح بنشوف ان ماهي حرام قيادة المرأة،بل بالعكس يمكن ان دافع للمرأة ان تسوق،يتبع || yes
حينما يتحدث المنطق  #قيادة_المراة_للسيارة || yes
اتمنى أن يقوم المرور بحملة تصحيحيه تشمل السائقين والمركبات قبل تطبيق الأمر السامي الكريم #قيادة_المراة_السعودية للسيارة . || yes
ترا سالفة قيادة المرأه وغيرها ماله دخل بالحرية ياحقوقيات اشغلتونا الله يشغلكم بنفسكم || no
مجلس_الوزراء الكويتي يشيد بقرار قيادة المرأة السعودية للسيارة #جدة #السعودية || yes
سمحو قيادة المرأة   السعوديه عم تبني 3 سينمات   السعوديه عم تنهكر || no
تعليم النساء كان محرم وتوظيفهن ايضاوبعضهم يقول يكفي المرأه ٤٠٠ ريال لماذا تتوظف و تحريم قيادة السياره والقصد  ابقائها فقيره وجاهله وضعيفه || yes
أجل الطقاقة الاثيوبية احلام ترفض قيادة المرأة السعودية للسيارة؟ ان شاء الله اذا جيتي السعودية"تطقين في زواج"السعوديات بيدعسونك بسياراتهم || yes
من وقت ماصدر الامر السامي بقيادة المراة السعودية للسيارة،وكل دولة تقول احنا اول من تقود نساءه السيارة مع رخصة،هل قيادة السيارة انجاز  عالمي؟ || yes
أراء علماء الدين في #قيادة_المرأة_للسيارة  القرار جاء في وقته || yes
اول مااسافر نهائي من السعودية -البيگ يفتح فرع ف الرياض -قيادة المرأة -4سينما في الرياض بارگ -ام كلثوم ع الثقافيه السعودية نحس انا للدرجه دي || yes
انتهينا من قيادة المرأة الليله يستر من الي جاي  #نطالب_الغاء_ولايه_السفر || yes
أجل الطقاقة الاثيوبية احلام ترفض قيادة المرأة السعودية للسيارة؟ ان شاء الله اذا جيتي السعودية"تطقين في زواج"السعوديات بيدعسونك بسياراتهم || yes
البعض جاهل غير واعي ينتقد قيادة المرأة المرأة افضل واشجع ولديها امانة اكثر من كثير من المسئولين  المرأة يجب ان تكون وزيرة ومستشارة || yes
طبعا قرارها بيدها كما ان قرار قيادة المرأة بيد بن سلمان || yes
يالشعب السعودي قيادة المرأه هاذي دعوة عليكم وحسد أدعوا على من دعى عليكم وحسدكم بأن الله يدمره ويدمر شعبه وأهله وحكومته إعجلوا لاهنتوا || no
هو عالم ومجتهد وله فتاوى ... طب وبعدين يجي يقول انو ضد قيادة المرأة لانو راح تنفلت ولأنو عقلها ناقص م ينفع تقود السياره هذا كلام م يقوله بزر || yes
#قيادة_المراة_السعودية || yes
من أهم وسائل الأمن في البلدان الأمربالمعروف والنهي عن المنكر لذلك نطالب ب ١-عودة الهيئة ٢-الغاء هيئة الترفيه ٣-الغاء قيادة المرأة للسيارة || no
مافاد والدليل الكويت اقرب دوله لنا من حيث الحدود والعادات وقبلها الدين ..   يطالبون في مجلس النواب بالغاء قيادة المرأه || no
تكفى ياخادم الحرمين الشرفين ١- ارجاع الهيىة  ٢- الغاء الترفيه  ٣- الغاء قيادة المرأة في السعودية || no
الغاء برامج هيئة الترفيه الغير هادفه عودة صلاحية الهيئه  الغاء قرار قيادة المرأة || no
ياملكنا كل اللي يطالبون بعدم قيادة المرأه ناس همها مصلحتهاوبس..فيه أُسر كثيره ماتقدر تجيب سواق ومايكون احد بالبيت مبير زي الارامل والمطلقات || yes
وش اللي مفتوحه !! الشعب اغلبه مايبي قيادة المرأه للسيارة ومالبيتوا الا رغبة القله اللي اكثرهم مجنسين. || no
ارتقوا بكلامكم الحمد لله قيادة السياره ليس حرام ...  وبالعكس سنثبت للعالم ان المراة السعوديه تقود وهى بحجابها وحشمتها ستقود وهى متمثله فيما امرها الله بالحجاب ستثبت للعالم ان لبس الحجاب والستر لن يمنعه عنها اى وضع ولا اى مكان هى متواجده فيه حتى فى السياره || yes
تكفى ياخادم الحرمين  1-إرجاع الهيئة. 2-إلغاء الترفية. 3-إلغاء قيادة المرأة. || no
أبناء القبائل والعوائل تفدي بأرواحها ودمائها أرض الوطن !  وهؤلاء يحومون على المرأة بإفسادها على والديها وزوجها ! #الشعب_يرفض_قيادة_المراه_٦ || no
نريد هيئة الأمر بالمعروف والنهي عن المنكر و إلغاء قيادة المرأة للسيارة واسال الله ان يحفظك ذخر للإسلام والمسلمين ويرزقك البطانة الصالحة || no
نريد الغاء قياده المرأه ياسلمان الحزم ، هذا شي ماتعودنا عليه تبقى السعوديه محتشمه وتبقى قوتها بالاسلام والدين ، وضعف المرأه وقوه الرجل || no
همهم أولا قيادة المرأه وفتح دورللسينماوفتح المحلات اثناء الصلاةوحفلات الغناءوالرقص من هيئة التفسيدبعدمايرفهواع المواطن ينظرون لموضوع البطاله || no
إن كان للشعب قيمة عند الملك فانا متاكد 100٪ أنه سيلغى قرار القيادة وستعود هيئة الامر  وتلغى هيئة الترفيه #قبائل_المملكة_ترفض_قيادة_المراة_1 || no
عودة الهيئه والغاء هيئة الترفيه والغاء قيادة المرأه السياره || no
.. الحماس الكبير الذي لمسناه عند قيادة المرأة السعودية نتمنى يكون بقدر الحماس عند قضية تعددالزوجات .. مش كله شرع الله يا جماعة ولا إيه ..؟ || yes
تكفى ياسلمان الحزم نريد ابقاء هيئة الامر بالمعروف والغاء هيئة الترفيه والغاء قيادة المرأه || no
#عوده_الهيئه_والغاء_قياده_النساء عودة الهيئة مطلب  ولكن قيادة المرأة ارى بأنه لابد منها ان تبقى الدولة مو متحمله الاجانب فلا تستقعدون لها || no
يا الله صباح خير    #شعب_الحرمين_ضد_قياده_المراه_ || no
يا مليكنا خادم الحرمين شدد على الاختلاط في الوظائف في المستشفيات وضعوا مستشفيات خاصة 100٪ للنساء #قبائل_المملكة_ترفض_قيادة_المراة_1 || no
يا ابوفهد دام عزك ،حبنا لك يجعلنا نناصحك بما فيه خير لبلادنا ، من المطالب / عودة الهيئة وحلّ هيئة الترفيه ومنع قيادة المرأة ! || no
ياخي وش دخلني فيهم خلّونا بمصيبتنا قيادة المرأة وعدم وجود وظائف وخلوكم من مشاكل غيركم || no
عزيزتي المرأة مجرد انك تسوقين في فترة الصباح اضمن لك انك بتلعنين الساعة اللي اقرو فيها انكم تسوقون  #زحمة #قياده_المرأه || no
اسأل الله عزوجل ان يعز بك دينه يا خادم الحرمين ويحفظك من كل مكروه نريد وزارة للأمر بالمعروف والنهي عن المنكر ونريد منع قيادة المرأة للسيارة || no
قيادة المرأة حرام  التوقيع سروري قيادة المرأة حلال  التوقيع لبرالي والاغلبية الصامته ع المدرج تتفرج || no
يامليكنا خادم الحرمين ديننا هو الحكم والعلماء اعلم منا بهذا الدين واسالوا اهل العلم ان كنتم لا تعلمون #قبائل_المملكة_ترفض_قيادة_المراة_1 || no
بدلا من قيادة المرأة وظفوهن لهن عشر وعشرين سنه || no
١- عودة هيئة الامر بالمعروف ٢-الغاء قيادة المرأة للسيارات ٣-اعفاء وزيرالتعليم ٤-فتح الوظائف للشباب ٥-الجام العلمانيين  #الدرع_العربي || no
نريد ياملك الحزم عودة الهيئة إلغاء قيادة المرأة إلغاء هيئة الترفيه حل مشكلة السكن توظيف العاطلين بس  ونكون لگ من الشاكرين || no
اجمل القرارات وان شاء الله نرى السعودية بمزيد من التقدم الحضاري و بالنسبة للبعض الدين موجود و لم ينتهي بسبب قيادة المرأة او بهيئة الترفية. || yes
تكفى ياخادم الحرمين الشرفين ١- ارجاع الهيىة  ٢- الغاء الترفيه  ٣- الغاء قيادة المرأه || no
نطلب من مليكنا تاسيس #مجالس_للشعب لتدفع عنا وديننا وتحفظ كرامة اهلنا #قبائل_المملكة_ترفض_قيادة_المراة_1 || no
تقدر تقعد في بلدك وانت محافظ على قيمك بدون عودة الهيئة وبدون الغاء قيادة المرأة السيارة || yes
٢- نأمل ايقاف قرار قيادة المرأة للسيارة حفاظاً على الأعراض ومنعاً للفساد، واعادة صلاحيات الهيئة فهي كالشامة في جبين دولتنا منذ نشأتها، || no
تكفى يا سلمان الحزم وقائد المسلمين ١- عودة الهيئة  ٢- إلغاء هيئة الترفيه  ٣- إلغاء قيادة المرأة  هنا يبدأ صلاح المجتمع قبل أن تغرق السفينة || no
